"","name","ticker","date","title","nr_attachments","type"
"1513","Golar LNG Partners L.P.","GOLP","2020-02-25T13:25:57.313+01:00","Golar LNG Partners LP preliminary fourth quarter and financial year 2019 results",1,"anual"
"1514","Sparebank 68 grader nord","HARSB","2020-02-25T12:26:50.953+01:00","STYRETS ÅRSBERETNING, REGNSKAP OG NOTER SAMT REVISORS BERETNING 2019",3,"anual"
"1515","SpareBank 1 Gudbrandsdal","SBGG","2020-02-25T09:46:42.437+01:00","Årsrapport 2019 - SpareBank 1 Gudbrandsdal",1,"anual"
"1516","Hafnia Limited","HAFNIA","2020-02-25T08:49:55.073+01:00","Hafnia 2019",2,"anual"
"1517","Skudenes og Aakra Sparebank","SKASB","2020-02-25T08:30:00+01:00","Skudenes & Aakra Sparebank - Årsrapport 2019",1,"anual"
"1518","Sunnhordland Kraftlag AS","SKL","2020-02-25T08:14:54.667+01:00","Års- og konsernregnskap for 2019",4,"anual"
"1519","IDEX Biometrics ASA","IDEX","2020-02-25T08:10:01.657+01:00","Invitation to IDEX Biometrics's conference call for the fourth quarter and preliminary result for 2019",0,"anual"
"1520","BW Offshore Limited","BWO","2020-02-25T08:00:01.553+01:00","BW Offshore: Invitation to Q4 2019 Presentation 28 February",0,"anual"
"1521","Andebu Sparebank","ANSB","2020-02-25T07:42:32.63+01:00","Årsrapport og revisjonsberetning ANDEBU SPAREBANK",1,"anual"
"1522","SpareBank 1 Gudbrandsdal","SBGG","2020-02-24T20:45:08.99+01:00","Årsrapport 2019 - SpareBank 1 Gudbrandsdal",1,"anual"
"1523","BerGenBio ASA","BGBIO","2020-02-24T17:31:22.367+01:00","BerGenBio ASA (OSE:BGBIO): Annual Report 2019",1,"anual"
"1524","Aasen Sparebank","AASB-ME","2020-02-24T16:21:17.473+01:00","Årsrapport 2019 Aasen Sparebank inkl. revisors beretning 2019",1,"anual"
"1525","DFDS A/S","DFDS","2020-02-24T15:33:50.767+01:00","DFDS ANNUAL REPORT 2019",3,"anual"
"1526","BerGenBio ASA","BGBIO","2020-02-21T19:08:44.3+01:00","BerGenBio ASA: Board approval of 2019 annual financial statement",1,"anual"
"1527","ETNE SPAREBANK","ETNE","2020-02-21T11:03:41.777+01:00","Etne Sparebank - Årsrekneskap 2019",1,"anual"
"1528","Romsdal Sparebank","ROMSB-ME","2020-02-20T21:43:04.05+01:00","Romsdal Sparebank Årsrapport 2019",1,"anual"
"1529","Star Bulk Carriers Corp.","SBLK","2020-02-20T00:15:00+01:00","STAR BULK CARRIERS CORP. REPORTS $23.5 MILLION NET PROFIT FOR THE FOURTH QUARTER 2019 AND DECLARES QUARTERLY DIVIDEND OF $0.05 PER SHARE",1,"anual"
"1530","Swedbank Hypotek AB","SWHO","2020-02-19T18:25:09.977+01:00","Swedbank Mortgage's Annual Report 2019 published",2,"anual"
"1531","Swedbank Hypotek AB","SWHO","2020-02-19T18:25:09.9+01:00","Swedbank Hypoteks årsredovisning 2019 publicerad",2,"anual"
"1532","Swedbank AB","SWED","2020-02-19T18:15:24.657+01:00","Swedbanks årsredovisning för 2019 publicerad",3,"anual"
"1533","Swedbank AB","SWED","2020-02-19T18:15:24.457+01:00","Swedbank's Annual Report 2019 published",3,"anual"
"1534","Spareskillingsbanken","SPSK","2020-02-19T10:54:44.253+01:00","Årsregnskap 2019",1,"anual"
"1535","Wilson ASA","WILS","2020-02-19T08:50:11.137+01:00","Wilson ASA: Endelig årsregnskap 2019",1,"anual"
"1536","Lillesands Sparebank","LISB","2020-02-18T10:20:49.887+01:00","Årsrapport 2019",1,"anual"
"1537","Eidsvoll kommune","EDKO","2020-02-18T09:23:48.22+01:00","Eidsvoll kommune - foreløpig resultat 2019",0,"anual"
"1538","Bergen Kommune","BEKO","2020-02-17T16:10:00+01:00","Bergen kommune - foreløpig årsresultat 2019",1,"anual"
"1539","Felleskjøpet Agri SA","FKOV","2020-02-17T12:24:59.257+01:00","Felleskjøpet Agri – resultat 2019",1,"anual"
"1540","Brage Finans AS","BRFI","2020-02-14T15:17:45.53+01:00","Brage Finans AS - Avholdt generalforsamling",1,"anual"
"1541","SVENSKA HANDELSBANKEN AB","SHB","2020-02-14T14:10:23.113+01:00","Handelsbanken publishes its Sustainability Report for 2019 today",2,"anual"
"1542","SVENSKA HANDELSBANKEN AB","SHB","2020-02-14T14:05:20.273+01:00","Handelsbanken publishes its publication ""Risk and Capital - Information according to Pillar 3"" for 2019 today",2,"anual"
"1543","SVENSKA HANDELSBANKEN AB","SHB","2020-02-14T14:01:51.147+01:00","Handelsbanken publishes its Annual Report for 2019 today",2,"anual"
"1544","Stavanger Kommune","STAVKO","2020-02-14T12:00:04.363+01:00","Foreløpig Årsregnskap 2019",0,"anual"
"1545","Notodden kommune","NOKO","2020-02-14T10:43:08.6+01:00","Foreløpig årsregnskap Notodden kommune 2019",1,"anual"
"1546","BW LPG Limited","BWLPG","2020-02-14T08:02:58.42+01:00","BW LPG’s Q4 2019 Financial Results Presentation to be held on 28 February 2020",0,"anual"
"1547","Polaris Media ASA","POL","2020-02-14T07:00:00+01:00","Polaris Media (POL) - Årsregnskap 2019",1,"anual"
"1548","Gjensidige Forsikring ASA","GJF","2020-02-13T23:23:44.797+01:00","GJF: Integrated annual report 2019",1,"anual"
"1549","Gjensidige Pensjonsforsikring AS","GJEPF","2020-02-13T23:19:18.407+01:00","GJEPF: Annual Report 2019",1,"anual"
"1550","Gjensidige Pensjonsforsikring AS","GJEPF","2020-02-13T23:19:18.113+01:00","GJEPF: Årsrapport 2019",1,"anual"
"1551","Gjensidige Forsikring ASA","GJF","2020-02-13T23:17:00.843+01:00","GJF: Integrert årsrapport 2019",1,"anual"
"1552","Verd Boligkreditt AS","VEBK","2020-02-13T20:47:11.047+01:00","Årsrapport for Verd Boligkreditt",1,"anual"
"1553","Nordea Eiendomskreditt AS","NOKR","2020-02-13T19:23:51.997+01:00","Nordea Eiendomskreditt – Annual Report 2019",1,"anual"
"1554","SpareBank 1 Modum","MODSB","2020-02-13T16:33:22.87+01:00","Historisk godt resultat i 2019",1,"anual"
"1555","Flekkefjord Sparebank","FFSB","2020-02-13T16:18:59.687+01:00","Årsregnskap 2019",1,"anual"
"1556","Nordea Direct Boligkreditt AS","NDBO","2020-02-13T11:43:35.223+01:00","Annual report 2019",1,"anual"
"1557","Kredittforeningen for Sparebanker","KFS","2020-02-13T11:24:43.55+01:00","Kredittforeningen for Sparebanker - Årsrapport 2019",1,"anual"
"1558","Tine SA","TINE","2020-02-13T08:50:00+01:00","TINE Gruppa Årsrapport 2019",1,"anual"
"1559","Statkraft AS","STAEN","2020-02-13T08:00:21.037+01:00","Statkraft AS: Result for the fourth quarter and the year 2019",3,"anual"
"1560","Statkraft AS","STAEN","2020-02-13T08:00:18.227+01:00","Statkraft AS: Resultat for fjerde kvartal og året 2019",3,"anual"
"1561","Epic Gas Ltd.","EPIC-ME","2020-02-13T07:58:59.563+01:00","Epic Gas Ltd. - Preliminary Financial Statements for Q4 2019 and FY2019",2,"anual"
"1562","Sparebanken Øst Boligkreditt AS","SPOBK","2020-02-13T07:55:00+01:00","Årsrapport 2019 - Sparebanken Øst Boligkreditt AS",1,"anual"
"1563","Nordea Direct Bank ASA","NDB","2020-02-12T18:30:31.673+01:00","Annual report 2019",1,"anual"
"1564","Nordea Direct Bank ASA","NDB","2020-02-12T18:29:27.82+01:00","Årsrapport 2019",1,"anual"
"1565","SØGNE OG GREIPSTAD SPAREBANK","SOGSB","2020-02-12T16:16:52.04+01:00","Søgne og Greipstad Sparebank Årsregnskap 2019",1,"anual"
"1566","Bustadkreditt Sogn og Fjordane AS","SSFBK","2020-02-12T14:40:22.897+01:00","Bustadkreditt Sogn og Fjordane - Annual report 2019",1,"anual"
"1567","Bustadkreditt Sogn og Fjordane AS","SSFBK","2020-02-12T14:40:22.867+01:00","Bustadkreditt Sogn og Fjordane - Årsrapport 2019",1,"anual"
"1568","Landkreditt Bank AS","LAKRB","2020-02-12T13:51:21.377+01:00","Årsberetning 2019 for Landkreditt Bank AS",1,"anual"
"1569","Landkreditt Boligkreditt AS","LANDKBK","2020-02-12T08:53:25.903+01:00","Årsrapport 2019 for Landkreditt Boligkreditt AS",1,"anual"
"1570","TGS-NOPEC Geophysical Company ASA","TGS","2020-02-12T07:00:06+01:00","TGS announces strong cash flow and 39% dividend growth",2,"anual"
"1571","Landkreditt Forsikring AS","LAFO","2020-02-11T14:15:28.507+01:00","Årsrapport 2019 for Landkreditt Forsikring AS",1,"anual"
"1572","BerGenBio ASA","BGBIO","2020-02-11T07:00:34.087+01:00","BERGENBIO ASA: RESULTS FOR THE FOURTH QUARTER AND FULL YEAR 2019",1,"anual"
"1573","Møre Boligkreditt AS","MOBK","2020-02-10T15:43:58.537+01:00","Møre Boligkreditt AS - Annual Report 2019",1,"anual"
"1574","Statkraft AS","STAEN","2020-02-10T14:00:50.733+01:00","Statkraft AS: Release of fourth quarter results 2019 and annual report for 2019",0,"anual"
"1575","Statkraft AS","STAEN","2020-02-10T14:00:50.703+01:00","Statkraft AS: Offentliggjøring av resultater for fjerde kvartal 2019 og årsrapporten for 2019",0,"anual"
"1576","Treasure ASA","TRE","2020-02-10T12:30:00+01:00","Treasure ASA: Annual report 2019",1,"anual"
"1577","Entra ASA","ENTRA","2020-02-07T07:00:05.827+01:00","Strong letting, proposing semi-annual dividend of 2.40 per share",2,"anual"
"1578","Norwegian Property ASA","NPRO","2020-02-06T17:30:27.937+01:00","NPRO: 4Q 2019 - Strategic acquisitions and divestments increase the profit in the quarter",2,"anual"
"1579","Norwegian Property ASA","NPRO","2020-02-06T17:30:27.763+01:00","NPRO: 4Q 2019 - Strategiske kjøp og salg øker kvartalets resultater",2,"anual"
"1580","Spar Nord Bank A/S","SPNO","2020-02-06T08:30:13.797+01:00","Spar Nord Annual Report 2019",1,"anual"
"1581","DFDS A/S","DFDS","2020-02-06T07:45:40.477+01:00","DFDS: Interim and full-year Report Q4 2019",1,"anual"
"1582","Danske Bank A/S","DDB","2020-02-05T08:00:08.07+01:00","Danske Bank delivered a net profit of DKK 15.1 billion for 2019. The result was as expected and affected by non-recurring items.Return on shareholders' equity of 9.6%. New targets for societal impact and sustainability.",3,"anual"
"1583","SpareBank 1 Boligkreditt","SPBKR","2020-02-04T14:55:57.81+01:00","SpareBank 1 Boligkreditt - Annual Report 2019",1,"anual"
"1584","SpareBank 1 Næringskreditt AS","SBNK","2020-02-04T14:52:00.247+01:00","SpareBank 1 Næringskreditt - Årsrapport",1,"anual"
"1585","TGS-NOPEC Geophysical Company ASA","TGS","2020-02-04T14:00:01.777+01:00","Q4 2019 Presentation and Webcast",0,"anual"
"1586","DNO ASA","DNO","2020-02-04T07:00:01.77+01:00","Invitation to 2019 Interim Results Presentation in Oslo",0,"anual"
"1587","Euronav Luxembourg S.A.","EULU","2020-01-30T08:55:03.903+01:00","Euronav announces Q4 2019 results",1,"anual"
"1588","Stolt-Nielsen Limited","SNI","2020-01-30T08:30:03.38+01:00","Stolt-Nielsen Limited Reports Unaudited Results For the Fourth Quarter and Full Year of 2019",2,"anual"
"1589","SAS AB","SAS","2020-01-30T08:00:37.19+01:00","SAS ANNUAL AND SUSTAINABILITY REPORT - FISCAL YEAR 2019",1,"anual"
"1590","SAS AB","SAS","2020-01-30T08:00:36.973+01:00","SAS ÅRS- OCH HÅLLBARHETSREDOVISNING 2018/2019",1,"anual"
"1591","Sparebanken Vest Boligkreditt AS","SBVB","2020-01-30T07:30:00+01:00","Annual report Sparebanken Vest Boligkreditt",1,"anual"
"1592","Tryg Forsikring A/S","TRYG","2020-01-29T09:01:49.047+01:00","Tryg Forsikring A/S Annual report 2019",1,"anual"
"1593","Brage Finans AS","BRFI","2020-01-27T15:33:15.647+01:00","Brage Finans AS - Foreløpig årsrapport 2019",1,"anual"
"1594","Tryg Forsikring A/S","TRYG","2020-01-22T07:33:11.33+01:00","Tryg Forsikring A/S – Annual report 2019",1,"anual"
"1595","Stolt-Nielsen Limited","SNI","2020-01-20T14:00:01.87+01:00","Stolt-Nielsen Limited Presentation and Conference Call for the Fourth Quarter and Full Year of 2019 Results",0,"anual"
"1596","River Tech p.l.c.","RIVER-ME","2020-04-30T23:38:46.757+02:00","RIVER iGAMING P.L.C has published its Year-end report 2019",2,"anual"
"1597","River Tech p.l.c.","RIVER-ME","2020-04-30T23:35:27.327+02:00","RIVER iGAMING P.L.C has published its Year-end report 2019",2,"anual"
"1598","Golar LNG Partners L.P.","GOLP","2020-04-30T22:58:58.147+02:00","Golar LNG Partners LP - Announcement of filing of Form 20-F Annual Report",1,"anual"
"1599","Fossberg Kraft Produksjon AS","FOKR","2020-04-30T22:52:09.147+02:00","Annual accounts 2019",1,"anual"
"1600","Teekay LNG Partners L.P.","TKLNG","2020-04-30T22:17:13.337+02:00","Teekay LNG Partners L.P. - Norwegian Kroner Bonds – Annual Responsibility Statement",1,"anual"
"1601","Teekay LNG Partners L.P.","TKLNG","2020-04-30T22:15:47.66+02:00","Teekay LNG Partners L.P. - Norwegian Kroner Bonds – Annual Responsibility Statement",1,"anual"
"1602","Teekay LNG Partners L.P.","TKLNG","2020-04-30T22:14:24.107+02:00","Teekay LNG Partners L.P. - Norwegian Kroner Bonds – Annual Responsibility Statement",1,"anual"
"1603","AS Green Cube Innovations","agci","2020-04-30T21:20:48.867+02:00","Annual report 2019, AS Green Cube Innovations",2,"anual"
"1604","Navamedic ASA","NAVA","2020-04-30T20:38:55.913+02:00","Navamedic ASA: Annual report 2019",1,"anual"
"1605","Voss Veksel- og Landmandsbank ASA","VVL","2020-04-30T20:09:25.813+02:00","TRYKT ÅRSMELDING 2019",1,"anual"
"1606","Hospitality Invest AS","HOIN","2020-04-30T17:23:36.8+02:00","Hospitality Invest AS - 2019 Annual Report",1,"anual"
"1607","Metalcorp Group S.A.","MEGR","2020-04-30T17:02:19.547+02:00","Annual Report 2019",1,"anual"
"1608","Metalcorp Group S.A.","MEGR","2020-04-30T17:02:19.39+02:00","Annual Report 2019",1,"anual"
"1609","DOF ASA","DOF","2020-04-30T17:02:16.207+02:00","ANNUAL REPORT DOF ASA",2,"anual"
"1610","DOF Subsea AS","DOFSUB","2020-04-30T17:00:00+02:00","DOF Subsea Annual Report 2019",1,"anual"
"1611","Electromagnetic Geoservices ASA","EMGS","2020-04-30T16:47:04.513+02:00","EMGS: Board of directors approves audited financial statements and annual report for 2019",1,"anual"
"1612","CentralNic Group Plc","CNIC","2020-04-30T16:42:28.583+02:00","CentralNic Group PLC Annual Report 2019",1,"anual"
"1613","Storm Real Estate ASA","STORM","2020-04-30T16:37:38.297+02:00","Storm Real Estate ASA – Årsrapport 2019",1,"anual"
"1614","Storm Real Estate ASA","STORM","2020-04-30T16:37:03.27+02:00","Storm Real Estate ASA – Annual report 2019",1,"anual"
"1615","Panoro Energy ASA","PEN","2020-04-30T16:32:10.66+02:00","Panoro Energy - Annual Report 2019",2,"anual"
"1616","Lerøy Seafood Group ASA","LSG","2020-04-30T16:20:12.223+02:00","ÅRSRAPPORT 2019 FOR LERØY SEAFOOD GROUP ASA",1,"anual"
"1617","Lerøy Seafood Group ASA","LSG","2020-04-30T16:10:27.47+02:00","Annual Report 2019 for Lerøy Seafood Group ASA",1,"anual"
"1618","DNO North Sea plc","FAPE","2020-04-30T16:08:24.2+02:00","DNO North Sea plc Postpones Release of 2019 Annual Report and Accounts",0,"anual"
"1619","Austevoll Seafood ASA","AUSS","2020-04-30T16:00:00+02:00","Årsrapport 2019 for Austevoll Seafood ASA",1,"anual"
"1620","Austevoll Seafood ASA","AUSS","2020-04-30T16:00:00+02:00","Annual Report 2019 for Austevoll Seafood ASA",1,"anual"
"1621","Havila Shipping ASA","HAVI","2020-04-30T15:29:31.61+02:00","Havila Shipping ASA: Approval of 2019 Annual accounts",1,"anual"
"1622","Havila Shipping ASA","HAVI","2020-04-30T15:29:31.61+02:00","Havila Shipping ASA: Godkjent årsregnskap for 2019",1,"anual"
"1623","Reach Subsea ASA","REACH","2020-04-30T15:24:40.167+02:00","REACH SUBSEA ASA Annual Report and Sustainability Report 2019",2,"anual"
"1624","Kid ASA","KID","2020-04-30T15:04:22.897+02:00","Kid ASA - Annual report for 2019",1,"anual"
"1625","Vegamot AS","TRBO","2020-04-30T14:32:58.58+02:00","Årsmelding 2019",1,"anual"
"1626","Bonheur ASA","BON","2020-04-30T14:16:45.703+02:00","Annual Report 2019",1,"anual"
"1627","Eidsberg Sparebank","EIDSB","2020-04-30T13:46:47.047+02:00","Forsinket offentliggjøring av årsrapport",0,"anual"
"1628","TEMPTON Personaldienstleistungen","TEMP","2020-04-30T13:43:50.953+02:00","TEMPTON – Annual Report 2019",2,"anual"
"1629","Itera ASA","ITE","2020-04-30T13:03:24.49+02:00","Itera ASA Annual Report 2019",1,"anual"
"1630","Itera ASA","ITE","2020-04-30T13:03:24.397+02:00","Itera ASA årsrapport 2019",1,"anual"
"1631","Jacob Holm & Sønner Holding A/S","JAHO","2020-04-30T13:02:45.97+02:00","Annual report 2019 - Jacob Holm & Sønner Holding A/S",2,"anual"
"1632","Arcus ASA","ARCUS","2020-04-30T12:49:04.947+02:00","Arcus ASA: Arcus Annual Report 2019",2,"anual"
"1633","NattoPharma ASA","NATTO","2020-04-30T12:05:42.517+02:00","Annual Report 2019",2,"anual"
"1634","Sand Hill Petroleum BV","SAHI","2020-04-30T11:25:26.557+02:00","Delayed publication of the 2019 annual accounts",0,"anual"
"1635","B2Holding ASA","B2H","2020-04-30T10:44:48.407+02:00","B2Holding Annual report 2019",1,"anual"
"1636","Clemens Kraftverk AS","CLKR","2020-04-30T10:19:30.817+02:00","Clemens Kraftverk Årsregnskap med revisors beretning 2019",1,"anual"
"1637","Trøndelag Fylkeskommune","TRFY","2020-04-30T10:05:03.01+02:00","Årsrapport 2019 med regnskap og årsberetning",4,"anual"
"1638","Hörmann Industries GmbH","HMAI","2020-04-30T09:42:17.673+02:00","HÖRMANN Industries publishes annual financial statements for 2019",1,"anual"
"1639","Byggma ASA","BMA","2020-04-30T09:35:27.987+02:00","Byggma ASA - Årsrapport 2019",1,"anual"
"1640","AqualisBraemar ASA","AQUA","2020-04-30T09:19:29.52+02:00","Annual report 2019",1,"anual"
"1641","Thon Holding AS","THOL","2020-04-30T09:19:04.173+02:00","ÅRSRAPPORT 2019",1,"anual"
"1642","Aega ASA","AEGA","2020-04-30T09:10:00+02:00","Annual report 2019",1,"anual"
"1643","Larvik Kommune","LAKO","2020-04-30T08:43:37.147+02:00","Årsregnskap og årsrapport 2019 Larvik kommune",2,"anual"
"1644","Sogn og Fjordane Energi AS","SFEN","2020-04-30T08:27:07.583+02:00","Sogn og Fjordane Energi: Årsrapport 2019",1,"anual"
"1645","Norwegian Energy Company ASA","NOR","2020-04-30T08:00:39.037+02:00","Publication of Annual Report for 2019",1,"anual"
"1646","OBOS Eiendom AS","OBFB","2020-04-30T07:55:00+02:00","OBOS Eiendom konsern - Årsrapport 2019",1,"anual"
"1647","Songa Container AS","SCT","2020-04-30T07:46:20.353+02:00","Annual report 2019 Songa Container AS",2,"anual"
"1648","Observe Medical ASA","OBSERV","2020-04-30T07:00:17.067+02:00","Observe Medical ASA: Annual report for 2019",1,"anual"
"1649","TrønderEnergi AS","TROEN","2020-04-30T07:00:00+02:00","Årsrapport 2019 - TrønderEnergi",2,"anual"
"1650","RAK Petroleum plc","RAKP","2020-04-30T05:04:16.35+02:00","RAK Petroleum plc Releases 2019 Annual Report and Accounts",1,"anual"
"1651","DigiPlex Norway Holding 2 AS","DPNH","2020-04-29T23:56:33.673+02:00","DigiPlex Norway Holding 2 AS - Annual Report 2019",1,"anual"
"1652","RAK Petroleum plc","RAKP","2020-04-29T23:27:10.05+02:00","RAK Petroleum plc Schedules Release of 2019 Annual Report and Accounts",0,"anual"
"1653","Archer Limited","ARCHER","2020-04-29T23:14:07.657+02:00","Archer Limited: Annual report and ESG report for 2019",2,"anual"
"1654","Care Bidco AS","CARE","2020-04-29T21:58:14.087+02:00","Care BidCo 2019 annual report",1,"anual"
"1655","Eidesvik Offshore ASA","EIOF","2020-04-29T17:19:57.31+02:00","EIOF – Approval of the Annual Accounts 2019",1,"anual"
"1656","Element ASA","ELE","2020-04-29T17:06:43.347+02:00","ELEMENT - Annual Report 2019",1,"anual"
"1657","Ice Group Scandinavia Holdings AS","IGSH","2020-04-29T16:16:46.54+02:00","Ice Group Scandinavia Holdings AS: Annual Report 2019",2,"anual"
"1658","Polaris Media ASA","POL","2020-04-29T15:21:43.18+02:00","Polaris Media ASA (POL) – Oppdatert årsregnskap 2019",1,"anual"
"1659","Beerenberg AS","BBERG","2020-04-29T14:06:21.197+02:00","Annual Report 2019",1,"anual"
"1660","Nord-Trøndelag Elektrisitetsverk","NTE","2020-04-29T14:01:45.137+02:00","NTE sitt årsregnskap for 2019 er godkjent",2,"anual"
"1661","Helgeland Kraft AS","HELK","2020-04-29T13:40:12.667+02:00","Endelig årsregnskap 2019 vedtatt av generalforsamlingen",1,"anual"
"1662","OTIGA Group AS","OTIG","2020-04-29T13:30:00+02:00","2019 Annual Report OTIGA Group AS",1,"anual"
"1663","Småkraft AS","SMAKR","2020-04-29T13:27:27.18+02:00","Consolidated, unaudited financial statements Småkraft Green Bond 1 AS",3,"anual"
"1664","Småkraft AS","SMAKR","2020-04-29T13:27:26.937+02:00","Konsolidert, urevidert årsregnskap Småkraft Green Bond 1 AS (BondCo)",3,"anual"
"1665","Nekkar ASA","NKR","2020-04-29T09:53:25.48+02:00","Nekkar ASA: Annual Report 2019",1,"anual"
"1666","Q-Free ASA","QFR","2020-04-29T08:05:32.24+02:00","Q-FREE ASA ANNUAL REPORT 2019",1,"anual"
"1667","Vow ASA","VOW","2020-04-29T08:00:09.53+02:00","Vow ASA : Vow ASA publishes Annual report for 2019",1,"anual"
